ZCTA5	urban_rural-population-total_population	urban_rural-population-urban_total_population	urban_rural-population-rural_total_population	urban_rural-percent-urban_population-of-total_population	urban_rural-percent-rural_population-of-total_population
02907	27445	27445	0	1.0	0.0
02908	37467	37467	0	1.0	0.0
02909	43540	43540	0	1.0	0.0
02910	21000	21000	0	1.0	0.0
02911	15574	15574	0	1.0	0.0
02912	1370	1370	0	1.0	0.0
02914	21963	21963	0	1.0	0.0
02915	16897	16897	0	1.0	0.0
02916	8139	8139	0	1.0	0.0
02917	13762	12679	1083	0.921	0.079
02919	28790	27467	1323	0.954	0.046
02920	37547	37547	0	1.0	0.0
02921	12361	11553	808	0.935	0.065
03031	11247	6332	4915	0.563	0.437
03032	4953	1368	3585	0.276	0.724
03033	4987	0	4987	0.0	1.0
03034	3970	15	3955	0.004	0.996
03036	4782	730	4052	0.153	0.847
03037	4219	0	4219	0.0	1.0
03038	33269	30111	3158	0.905	0.095
03042	6341	3158	3183	0.498	0.502
03043	1573	0	1573	0.0	1.0
03044	4263	665	3598	0.156	0.844
03045	13560	8287	5273	0.611	0.389
03046	2758	0	2758	0.0	1.0
03047	1767	0	1767	0.0	1.0
03048	3426	0	3426	0.0	1.0
03049	7688	1059	6629	0.138	0.862
03051	24480	23204	1276	0.948	0.052
03052	8258	5647	2611	0.684	0.316
03053	23957	21475	2482	0.896	0.104
03054	25477	22474	3003	0.882	0.118
03055	15086	12164	2922	0.806	0.194
03057	2500	157	2343	0.063	0.937
03060	29357	29357	0	1.0	0.0
03062	26694	25967	727	0.973	0.027
03063	16216	16197	19	0.999	0.001
03064	14227	14227	0	1.0	0.0
03070	5254	0	5254	0.0	1.0
03071	5109	0	5109	0.0	1.0
03076	12897	9466	3431	0.734	0.266
03077	10155	4611	5544	0.454	0.546
03079	28776	28450	326	0.989	0.011
03082	1615	0	1615	0.0	1.0
03084	1366	0	1366	0.0	1.0
03086	3728	1197	2531	0.321	0.679
03087	13592	10511	3081	0.773	0.227
03101	3049	3049	0	1.0	0.0
03102	31096	31096	0	1.0	0.0
03103	36476	36476	0	1.0	0.0
03104	32798	32798	0	1.0	0.0
03106	13374	9608	3766	0.718	0.282
03109	10314	9781	533	0.948	0.052
03110	21203	19896	1307	0.938	0.062
03215	247	0	247	0.0	1.0
03216	2159	0	2159	0.0	1.0
03217	2076	44	2032	0.021	0.979
03218	960	0	960	0.0	1.0
03220	7430	1270	6160	0.171	0.829
03221	2091	0	2091	0.0	1.0
03222	5353	0	5353	0.0	1.0
03223	3427	137	3290	0.04	0.96
03224	2318	0	2318	0.0	1.0
03225	3660	0	3660	0.0	1.0
03226	1117	0	1117	0.0	1.0
03227	925	0	925	0.0	1.0
03229	5589	0	5589	0.0	1.0
03230	1231	0	1231	0.0	1.0
03231	202	0	202	0.0	1.0
03233	115	0	115	0.0	1.0
03234	4572	0	4572	0.0	1.0
03235	8562	6295	2267	0.735	0.265
03237	2254	0	2254	0.0	1.0
03238	75	0	75	0.0	1.0
03240	1340	0	1340	0.0	1.0
03241	876	0	876	0.0	1.0
03242	4836	0	4836	0.0	1.0
03243	1085	0	1085	0.0	1.0
03244	8092	3884	4208	0.48	0.52
03245	2027	173	1854	0.085	0.915
03246	15963	13909	2054	0.871	0.129
03249	7113	2930	4183	0.412	0.588
03251	1662	0	1662	0.0	1.0
03253	6219	0	6219	0.0	1.0
03254	4049	0	4049	0.0	1.0
03255	2090	0	2090	0.0	1.0
03256	2169	0	2169	0.0	1.0
03257	4455	0	4455	0.0	1.0
03258	2517	0	2517	0.0	1.0
03259	368	0	368	0.0	1.0
03260	809	0	809	0.0	1.0
03261	4246	0	4246	0.0	1.0
03262	1231	0	1231	0.0	1.0
03263	4114	0	4114	0.0	1.0
03264	7468	4605	2863	0.617	0.383
03266	2163	0	2163	0.0	1.0
03268	1272	0	1272	0.0	1.0
03269	2966	64	2902	0.022	0.978
03273	312	0	312	0.0	1.0
03275	11437	6269	5168	0.548	0.452
03276	8324	3750	4574	0.451	0.549
03278	2952	0	2952	0.0	1.0
03279	829	0	829	0.0	1.0
03280	1123	0	1123	0.0	1.0
03281	8785	0	8785	0.0	1.0
03282	902	0	902	0.0	1.0
03284	999	0	999	0.0	1.0
03285	2479	0	2479	0.0	1.0
03287	1295	0	1295	0.0	1.0
03290	4731	0	4731	0.0	1.0
03291	39	0	39	0.0	1.0
03293	143	0	143	0.0	1.0
03301	33008	30152	2856	0.913	0.087
03303	15524	9744	5780	0.628	0.372
03304	7519	2661	4858	0.354	0.646
03307	5334	0	5334	0.0	1.0
03431	25280	21533	3747	0.852	0.148
03440	2692	0	2692	0.0	1.0
03441	395	0	395	0.0	1.0
03442	1491	0	1491	0.0	1.0
03443	742	0	742	0.0	1.0
03444	1590	0	1590	0.0	1.0
03445	691	0	691	0.0	1.0
03446	6285	41	6244	0.007	0.993
03447	2422	0	2422	0.0	1.0
03448	811	0	811	0.0	1.0
03449	1654	0	1654	0.0	1.0
03450	961	0	961	0.0	1.0
03451	4077	9	4068	0.002	0.998
03452	5457	2901	2556	0.532	0.468
03455	2086	936	1150	0.449	0.551
03456	742	0	742	0.0	1.0
03457	852	0	852	0.0	1.0
03458	6643	3165	3478	0.476	0.524
03461	6014	102	5912	0.017	0.983
03462	1562	0	1562	0.0	1.0
03464	1109	0	1109	0.0	1.0
03465	2156	0	2156	0.0	1.0
03466	1332	0	1332	0.0	1.0
03467	1842	0	1842	0.0	1.0
03470	5033	0	5033	0.0	1.0
03561	5939	3518	2421	0.592	0.408
03570	10051	8888	1163	0.884	0.116
03574	2526	0	2526	0.0	1.0
03575	124	0	124	0.0	1.0
03576	3238	0	3238	0.0	1.0
03579	461	0	461	0.0	1.0
03580	1369	0	1369	0.0	1.0
03581	3230	2271	959	0.703	0.297
03582	2577	0	2577	0.0	1.0
03583	1107	0	1107	0.0	1.0
03584	3774	0	3774	0.0	1.0
03585	2519	0	2519	0.0	1.0
03586	547	0	547	0.0	1.0
03588	1641	0	1641	0.0	1.0
03590	1052	0	1052	0.0	1.0
03592	1145	0	1145	0.0	1.0
03593	313	0	313	0.0	1.0
03595	639	0	639	0.0	1.0
03597	521	0	521	0.0	1.0
03598	3285	0	3285	0.0	1.0
03601	477	0	477	0.0	1.0
03602	2654	0	2654	0.0	1.0
03603	5412	2907	2505	0.537	0.463
03604	69	0	69	0.0	1.0
03605	1160	0	1160	0.0	1.0
03607	322	0	322	0.0	1.0
03608	2811	663	2148	0.236	0.764
03609	854	794	60	0.93	0.07
03740	911	0	911	0.0	1.0
03741	4208	0	4208	0.0	1.0
03743	14103	9598	4505	0.681	0.319
03745	1424	29	1395	0.02	0.98
03746	216	0	216	0.0	1.0
03748	4762	377	4385	0.079	0.921
03750	870	29	841	0.033	0.967
03751	583	0	583	0.0	1.0
03752	810	0	810	0.0	1.0
03753	2971	0	2971	0.0	1.0
03754	86	86	0	1.0	0.0
03755	10538	8764	1774	0.832	0.168
03765	503	0	503	0.0	1.0
03766	8958	6886	2072	0.769	0.231
03768	1716	0	1716	0.0	1.0
03770	524	0	524	0.0	1.0
03771	754	0	754	0.0	1.0
03773	7841	3056	4785	0.39	0.61
03774	1966	0	1966	0.0	1.0
03777	1237	0	1237	0.0	1.0
03779	790	0	790	0.0	1.0
03780	410	0	410	0.0	1.0
03781	1840	0	1840	0.0	1.0
03782	2945	0	2945	0.0	1.0
03784	4086	3347	739	0.819	0.181
03785	2400	0	2400	0.0	1.0
03801	21532	20859	673	0.969	0.031
03809	3716	0	3716	0.0	1.0
03810	1538	0	1538	0.0	1.0
03811	6753	6753	0	1.0	0.0
03812	824	0	824	0.0	1.0
03813	3250	190	3060	0.058	0.942
03814	2329	0	2329	0.0	1.0
03816	1368	0	1368	0.0	1.0
03817	574	0	574	0.0	1.0
03818	3807	1707	2100	0.448	0.552
03819	4377	2455	1922	0.561	0.439
03820	30039	29607	432	0.986	0.014
03823	1719	116	1603	0.067	0.933
03824	14638	12053	2585	0.823	0.177
03825	8512	159	8353	0.019	0.981
03826	2470	2466	4	0.998	0.002
03827	3150	1014	2136	0.322	0.678
03830	1610	0	1610	0.0	1.0
03832	395	0	395	0.0	1.0
03833	20955	12913	8042	0.616	0.384
03835	6786	2957	3829	0.436	0.564
03836	1489	0	1489	0.0	1.0
03837	1519	0	1519	0.0	1.0
03838	1031	0	1031	0.0	1.0
03839	3735	2530	1205	0.677	0.323
03840	3566	2783	783	0.78	0.22
03841	6334	6193	141	0.978	0.022
03842	15345	14806	539	0.965	0.035
03844	2238	703	1535	0.314	0.686
03845	991	118	873	0.119	0.881
03846	799	0	799	0.0	1.0
03847	294	287	7	0.976	0.024
03848	6020	4023	1997	0.668	0.332
03849	1585	0	1585	0.0	1.0
03850	372	0	372	0.0	1.0
03851	4040	1528	2512	0.378	0.622
03852	558	0	558	0.0	1.0
03853	602	0	602	0.0	1.0
03854	968	968	0	1.0	0.0
03855	2638	0	2638	0.0	1.0
03856	1680	596	1084	0.355	0.645
03857	9006	7539	1467	0.837	0.163
03858	4603	3460	1143	0.752	0.248
03860	4056	2383	1673	0.588	0.412
03861	4330	24	4306	0.006	0.994
03862	4278	2475	1803	0.579	0.421
03864	1696	0	1696	0.0	1.0
03865	7609	7607	2	1.0	0.0
03867	20758	16472	4286	0.794	0.206
03868	5323	4841	482	0.909	0.091
03869	2469	1506	963	0.61	0.39
03870	5162	4788	374	0.928	0.072
03871	136	65	71	0.478	0.522
03872	3809	0	3809	0.0	1.0
03873	5711	4093	1618	0.717	0.283
03874	8776	8692	84	0.99	0.01
03875	833	0	833	0.0	1.0
03878	11824	11450	374	0.968	0.032
03882	1465	0	1465	0.0	1.0
03883	178	0	178	0.0	1.0
03884	3964	0	3964	0.0	1.0
03885	7261	5373	1888	0.74	0.26
03886	2112	0	2112	0.0	1.0
03887	2154	0	2154	0.0	1.0
03890	327	0	327	0.0	1.0
03894	6314	0	6314	0.0	1.0
03901	7246	2515	4731	0.347	0.653
03902	2211	185	2026	0.084	0.916
03903	6211	2956	3255	0.476	0.524
03904	7703	6069	1634	0.788	0.212
03905	1780	900	880	0.506	0.494
03906	4647	0	4647	0.0	1.0
03907	894	0	894	0.0	1.0
03908	7233	4349	2884	0.601	0.399
03909	9738	5739	3999	0.589	0.411
03910	328	328	0	1.0	0.0
03911	250	250	0	1.0	0.0
04001	2429	0	2429	0.0	1.0
04002	7351	0	7351	0.0	1.0
04003	330	0	330	0.0	1.0
04005	23146	17198	5948	0.743	0.257
04006	96	0	96	0.0	1.0
04008	2723	0	2723	0.0	1.0
04009	5151	0	5151	0.0	1.0
04010	1597	0	1597	0.0	1.0
04011	20278	15633	4645	0.771	0.229
04015	3808	0	3808	0.0	1.0
04017	341	0	341	0.0	1.0
04019	71	0	71	0.0	1.0
04020	1403	0	1403	0.0	1.0
04021	5820	1970	3850	0.338	0.662
04022	1148	0	1148	0.0	1.0
04024	608	0	608	0.0	1.0
04027	6031	325	5706	0.054	0.946
04029	1725	0	1725	0.0	1.0
04030	2208	0	2208	0.0	1.0
04032	7879	2637	5242	0.335	0.665
04037	3834	0	3834	0.0	1.0
04038	16381	6254	10127	0.382	0.618
04039	7422	0	7422	0.0	1.0
04040	3111	0	3111	0.0	1.0
04041	1613	0	1613	0.0	1.0
04042	4281	0	4281	0.0	1.0
04043	10810	6933	3877	0.641	0.359
04046	7496	1698	5798	0.227	0.773
04047	1892	0	1892	0.0	1.0
04048	2946	0	2946	0.0	1.0
04049	3659	0	3659	0.0	1.0
04050	230	0	230	0.0	1.0
04051	1153	0	1153	0.0	1.0
04055	3793	0	3793	0.0	1.0
04056	257	0	257	0.0	1.0
04057	56	0	56	0.0	1.0
04061	3369	0	3369	0.0	1.0
04062	17020	10571	6449	0.621	0.379
04063	412	412	0	1.0	0.0
04064	8212	8023	189	0.977	0.023
04066	539	0	539	0.0	1.0
04068	1505	0	1505	0.0	1.0
04069	1465	0	1465	0.0	1.0
04071	4801	688	4113	0.143	0.857
04072	18482	13611	4871	0.736	0.264
04073	16189	10800	5389	0.667	0.333
04074	18760	12099	6661	0.645	0.355
04076	2683	0	2683	0.0	1.0
04079	3871	0	3871	0.0	1.0
04083	4525	2784	1741	0.615	0.385
04084	8088	70	8018	0.009	0.991
04085	1786	0	1786	0.0	1.0
04086	8787	5488	3299	0.625	0.375
04087	2116	0	2116	0.0	1.0
04088	1516	0	1516	0.0	1.0
04090	9589	0	9589	0.0	1.0
04091	911	0	911	0.0	1.0
04092	17515	16747	768	0.956	0.044
04093	8034	0	8034	0.0	1.0
04095	1274	0	1274	0.0	1.0
04096	8349	7386	963	0.885	0.115
04097	3574	363	3211	0.102	0.898
04101	17227	17227	0	1.0	0.0
04102	17335	17335	0	1.0	0.0
04103	30606	30606	0	1.0	0.0
04105	11158	6038	5120	0.541	0.459
04106	25175	25174	1	1.0	0.0
04107	8980	7769	1211	0.865	0.135
04108	862	0	862	0.0	1.0
04109	93	0	93	0.0	1.0
04110	1391	1345	46	0.967	0.033
04210	23045	17924	5121	0.778	0.222
04216	640	0	640	0.0	1.0
04217	3312	0	3312	0.0	1.0
04219	1472	0	1472	0.0	1.0
04220	3077	0	3077	0.0	1.0
04221	1098	0	1098	0.0	1.0
04222	3848	0	3848	0.0	1.0
04224	3040	0	3040	0.0	1.0
04226	190	0	190	0.0	1.0
04227	79	0	79	0.0	1.0
04228	6	0	6	0.0	1.0
04231	236	0	236	0.0	1.0
04234	168	0	168	0.0	1.0
04236	4350	0	4350	0.0	1.0
04237	238	0	238	0.0	1.0
04238	1416	0	1416	0.0	1.0
04239	4851	1412	3439	0.291	0.709
04240	36592	33768	2824	0.923	0.077
04250	4228	1969	2259	0.466	0.534
04252	4799	3577	1222	0.745	0.255
04253	2095	0	2095	0.0	1.0
04254	3181	1680	1501	0.528	0.472
04255	802	0	802	0.0	1.0
04256	3064	0	3064	0.0	1.0
04257	2681	1586	1095	0.592	0.408
04258	2617	0	2617	0.0	1.0
04259	3264	0	3264	0.0	1.0
04260	5542	82	5460	0.015	0.985
04261	444	0	444	0.0	1.0
04263	2326	0	2326	0.0	1.0
04265	918	0	918	0.0	1.0
04267	37	0	37	0.0	1.0
04268	5023	1847	3176	0.368	0.632
04270	5880	477	5403	0.081	0.919
04271	67	0	67	0.0	1.0
04274	5343	0	5343	0.0	1.0
04275	514	0	514	0.0	1.0
04276	5841	3401	2440	0.582	0.418
04280	6474	2077	4397	0.321	0.679
04281	5116	2456	2660	0.48	0.52
04282	5734	0	5734	0.0	1.0
04284	1138	0	1138	0.0	1.0
04285	433	0	433	0.0	1.0
04286	47	0	47	0.0	1.0
04287	3224	0	3224	0.0	1.0
04289	1815	0	1815	0.0	1.0
04290	1541	0	1541	0.0	1.0
04292	948	0	948	0.0	1.0
04294	3995	0	3995	0.0	1.0
04330	26086	13631	12455	0.523	0.477
04342	1672	0	1672	0.0	1.0
04343	25	0	25	0.0	1.0
04344	2951	1902	1049	0.645	0.355
04345	11646	3673	7973	0.315	0.685
04346	1772	1659	113	0.936	0.064
04347	2355	1392	963	0.591	0.409
04348	2976	0	2976	0.0	1.0
04349	1158	0	1158	0.0	1.0
04350	3577	0	3577	0.0	1.0
04351	2571	0	2571	0.0	1.0
04352	1632	0	1632	0.0	1.0
04353	2300	0	2300	0.0	1.0
04354	1535	0	1535	0.0	1.0
04355	2600	0	2600	0.0	1.0
04357	3399	0	3399	0.0	1.0
04358	4276	0	4276	0.0	1.0
04359	388	380	8	0.979	0.021
04360	560	0	560	0.0	1.0
04363	2575	0	2575	0.0	1.0
04364	6025	0	6025	0.0	1.0
04401	44899	32226	12673	0.718	0.282
04406	819	0	819	0.0	1.0
04408	176	0	176	0.0	1.0
04410	1290	0	1290	0.0	1.0
04411	1492	461	1031	0.309	0.691
04412	9482	7803	1679	0.823	0.177
04413	196	0	196	0.0	1.0
04414	1248	0	1248	0.0	1.0
04415	276	0	276	0.0	1.0
04416	5468	0	5468	0.0	1.0
04417	370	0	370	0.0	1.0
04418	1771	0	1771	0.0	1.0
04419	2794	0	2794	0.0	1.0
04421	1366	0	1366	0.0	1.0
04422	1409	0	1409	0.0	1.0
04424	823	0	823	0.0	1.0
04426	4720	0	4720	0.0	1.0
04427	2858	0	2858	0.0	1.0
04428	3146	0	3146	0.0	1.0
04429	4717	0	4717	0.0	1.0
04430	1728	0	1728	0.0	1.0
04431	81	0	81	0.0	1.0
04434	1246	0	1246	0.0	1.0
04435	1092	0	1092	0.0	1.0
04438	1124	0	1124	0.0	1.0
04441	1840	0	1840	0.0	1.0
04442	93	0	93	0.0	1.0
04443	2537	0	2537	0.0	1.0
04444	8824	2659	6165	0.301	0.699
04448	1431	0	1431	0.0	1.0
04449	1489	0	1489	0.0	1.0
04450	1368	0	1368	0.0	1.0
04451	259	0	259	0.0	1.0
04453	779	0	779	0.0	1.0
04454	69	0	69	0.0	1.0
04455	923	0	923	0.0	1.0
04456	2851	0	2851	0.0	1.0
04457	5948	0	5948	0.0	1.0
04459	773	0	773	0.0	1.0
04460	1419	0	1419	0.0	1.0
04461	3070	1854	1216	0.604	0.396
04462	4835	3976	859	0.822	0.178
04463	2847	0	2847	0.0	1.0
04464	684	0	684	0.0	1.0
04468	9521	6219	3302	0.653	0.347
04469	2702	2702	0	1.0	0.0
04471	609	0	609	0.0	1.0
04472	2144	0	2144	0.0	1.0
04473	7660	6670	990	0.871	0.129
04474	3733	473	3260	0.127	0.873
04475	418	0	418	0.0	1.0
04476	1259	0	1259	0.0	1.0
04478	316	0	316	0.0	1.0
04479	1343	0	1343	0.0	1.0
04481	559	0	559	0.0	1.0
04485	233	0	233	0.0	1.0
04487	964	0	964	0.0	1.0
04488	1202	0	1202	0.0	1.0
04489	197	143	54	0.726	0.274
04490	273	0	273	0.0	1.0
04491	140	0	140	0.0	1.0
04492	166	0	166	0.0	1.0
04493	1967	0	1967	0.0	1.0
04495	407	0	407	0.0	1.0
04496	3757	0	3757	0.0	1.0
04497	389	0	389	0.0	1.0
04530	10818	7846	2972	0.725	0.275
04535	709	0	709	0.0	1.0
04537	2073	0	2073	0.0	1.0
04538	2080	0	2080	0.0	1.0
04539	1168	0	1168	0.0	1.0
04541	80	0	80	0.0	1.0
04543	2218	0	2218	0.0	1.0
04544	724	0	724	0.0	1.0
04547	1152	0	1152	0.0	1.0
04548	1042	0	1042	0.0	1.0
04551	806	0	806	0.0	1.0
04553	1752	0	1752	0.0	1.0
04554	710	0	710	0.0	1.0
04555	1643	0	1643	0.0	1.0
04556	1249	0	1249	0.0	1.0
04558	308	0	308	0.0	1.0
04562	2216	0	2216	0.0	1.0
04563	1534	0	1534	0.0	1.0
04564	489	0	489	0.0	1.0
04568	391	0	391	0.0	1.0
04570	2	0	2	0.0	1.0
04571	323	0	323	0.0	1.0
04572	5075	0	5075	0.0	1.0
04573	501	0	501	0.0	1.0
04574	1510	0	1510	0.0	1.0
04575	85	0	85	0.0	1.0
04576	604	0	604	0.0	1.0
04578	4450	0	4450	0.0	1.0
04579	3072	192	2880	0.062	0.938
04605	12974	2805	10169	0.216	0.784
04606	1272	0	1272	0.0	1.0
04607	1182	0	1182	0.0	1.0
04609	5222	2562	2660	0.491	0.509
04611	508	0	508	0.0	1.0
04612	589	0	589	0.0	1.0
04613	183	0	183	0.0	1.0
04614	2579	0	2579	0.0	1.0
04616	824	0	824	0.0	1.0
04617	811	0	811	0.0	1.0
04619	3121	2504	617	0.802	0.198
04622	1412	0	1412	0.0	1.0
04623	1054	0	1054	0.0	1.0
04624	184	0	184	0.0	1.0
04625	47	0	47	0.0	1.0
04626	507	0	507	0.0	1.0
04627	1636	0	1636	0.0	1.0
04628	703	0	703	0.0	1.0
04629	107	0	107	0.0	1.0
04630	1398	0	1398	0.0	1.0
04631	1331	0	1331	0.0	1.0
04634	1923	0	1923	0.0	1.0
04635	61	0	61	0.0	1.0
04637	136	0	136	0.0	1.0
04640	2261	0	2261	0.0	1.0
04642	123	0	123	0.0	1.0
04643	1018	0	1018	0.0	1.0
04644	13	13	0	1.0	0.0
04645	73	0	73	0.0	1.0
04646	94	0	94	0.0	1.0
04648	580	0	580	0.0	1.0
04649	1370	0	1370	0.0	1.0
04650	235	0	235	0.0	1.0
04652	1690	0	1690	0.0	1.0
04653	490	0	490	0.0	1.0
04654	3424	0	3424	0.0	1.0
04655	1119	0	1119	0.0	1.0
04657	363	0	363	0.0	1.0
04658	1353	0	1353	0.0	1.0
04660	1309	0	1309	0.0	1.0
04662	488	0	488	0.0	1.0
04664	1238	0	1238	0.0	1.0
04666	1172	0	1172	0.0	1.0
04667	1638	0	1638	0.0	1.0
04668	1680	0	1680	0.0	1.0
04669	204	0	204	0.0	1.0
04671	576	0	576	0.0	1.0
04673	112	0	112	0.0	1.0
04674	484	0	484	0.0	1.0
04675	253	0	253	0.0	1.0
04676	1088	0	1088	0.0	1.0
04677	274	0	274	0.0	1.0
04679	1767	0	1767	0.0	1.0
04680	1131	0	1131	0.0	1.0
04681	1043	0	1043	0.0	1.0
04683	104	0	104	0.0	1.0
04684	1466	0	1466	0.0	1.0
04685	332	0	332	0.0	1.0
04686	114	0	114	0.0	1.0
04691	441	0	441	0.0	1.0
04693	516	0	516	0.0	1.0
04694	2376	0	2376	0.0	1.0
04730	9992	4128	5864	0.413	0.587
04732	1670	0	1670	0.0	1.0
04733	221	0	221	0.0	1.0
04734	800	0	800	0.0	1.0
04735	617	0	617	0.0	1.0
04736	9876	3974	5902	0.402	0.598
04739	1112	0	1112	0.0	1.0
04740	1287	0	1287	0.0	1.0
04741	3	0	3	0.0	1.0
04742	3496	0	3496	0.0	1.0
04743	4676	0	4676	0.0	1.0
04745	1082	0	1082	0.0	1.0
04746	470	0	470	0.0	1.0
04747	1337	0	1337	0.0	1.0
04750	2603	0	2603	0.0	1.0
04756	3344	0	3344	0.0	1.0
04757	2870	0	2870	0.0	1.0
04758	1498	0	1498	0.0	1.0
04760	795	0	795	0.0	1.0
04761	529	0	529	0.0	1.0
04762	602	0	602	0.0	1.0
04763	726	0	726	0.0	1.0
04764	66	0	66	0.0	1.0
04765	1262	0	1262	0.0	1.0
04766	386	0	386	0.0	1.0
04768	400	0	400	0.0	1.0
04769	9692	6081	3611	0.627	0.373
04772	762	0	762	0.0	1.0
04773	723	0	723	0.0	1.0
04774	730	0	730	0.0	1.0
04776	925	0	925	0.0	1.0
04777	422	0	422	0.0	1.0
04779	398	0	398	0.0	1.0
04780	808	0	808	0.0	1.0
04781	560	0	560	0.0	1.0
04783	426	0	426	0.0	1.0
04785	2504	0	2504	0.0	1.0
04786	1970	0	1970	0.0	1.0
04787	544	0	544	0.0	1.0
04841	7297	6658	639	0.912	0.088
04843	4851	3361	1490	0.693	0.307
04847	1536	0	1536	0.0	1.0
04848	566	0	566	0.0	1.0
04849	3684	0	3684	0.0	1.0
04851	75	0	75	0.0	1.0
04852	69	0	69	0.0	1.0
04853	354	0	354	0.0	1.0
04854	1580	92	1488	0.058	0.942
04855	307	0	307	0.0	1.0
04856	3330	744	2586	0.223	0.777
04858	1533	0	1533	0.0	1.0
04859	724	0	724	0.0	1.0
04860	1591	0	1591	0.0	1.0
04861	2781	1888	893	0.679	0.321
04862	3592	0	3592	0.0	1.0
04863	1165	0	1165	0.0	1.0
04864	4751	0	4751	0.0	1.0
04901	26248	20454	5794	0.779	0.221
04910	2041	0	2041	0.0	1.0
04911	2136	0	2136	0.0	1.0
04912	1048	0	1048	0.0	1.0
04915	8806	3358	5448	0.381	0.619
04917	2849	0	2849	0.0	1.0
04918	349	0	349	0.0	1.0
04920	1713	0	1713	0.0	1.0
04921	1593	0	1593	0.0	1.0
04922	1164	0	1164	0.0	1.0
04923	482	0	482	0.0	1.0
04924	2275	0	2275	0.0	1.0
04925	75	0	75	0.0	1.0
04926	52	0	52	0.0	1.0
04927	3486	0	3486	0.0	1.0
04928	2198	0	2198	0.0	1.0
04929	837	3	834	0.004	0.996
04930	4295	0	4295	0.0	1.0
04932	1181	0	1181	0.0	1.0
04933	65	0	65	0.0	1.0
04936	261	0	261	0.0	1.0
04937	6645	2875	3770	0.433	0.567
04938	9869	3716	6153	0.377	0.623
04939	1105	0	1105	0.0	1.0
04940	118	0	118	0.0	1.0
04941	1751	0	1751	0.0	1.0
04942	1326	0	1326	0.0	1.0
04943	1792	0	1792	0.0	1.0
04944	42	0	42	0.0	1.0
04945	1242	0	1242	0.0	1.0
04947	1852	0	1852	0.0	1.0
04949	913	0	913	0.0	1.0
04950	4855	2	4853	0.0	1.0
04951	906	0	906	0.0	1.0
04952	1829	0	1829	0.0	1.0
04953	3228	0	3228	0.0	1.0
04955	1362	0	1362	0.0	1.0
04956	760	0	760	0.0	1.0
04957	4265	0	4265	0.0	1.0
04958	1954	0	1954	0.0	1.0
04961	972	0	972	0.0	1.0
04962	125	0	125	0.0	1.0
04963	7238	2312	4926	0.319	0.681
04964	221	0	221	0.0	1.0
04965	1976	0	1976	0.0	1.0
04966	1682	0	1682	0.0	1.0
04967	4230	2520	1710	0.596	0.404
04969	1362	0	1362	0.0	1.0
04970	1620	0	1620	0.0	1.0
04971	2005	0	2005	0.0	1.0
04973	1389	0	1389	0.0	1.0
04974	2611	0	2611	0.0	1.0
04975	48	48	0	1.0	0.0
04976	9903	4749	5154	0.48	0.52
04978	799	0	799	0.0	1.0
04979	1064	0	1064	0.0	1.0
04981	2316	0	2316	0.0	1.0
04982	630	0	630	0.0	1.0
04983	1752	0	1752	0.0	1.0
04984	523	0	523	0.0	1.0
04985	114	0	114	0.0	1.0
04986	1721	0	1721	0.0	1.0
04987	1030	0	1030	0.0	1.0
04988	2134	0	2134	0.0	1.0
04989	4215	0	4215	0.0	1.0
04992	103	103	0	1.0	0.0
05001	9123	5434	3689	0.596	0.404
05031	218	0	218	0.0	1.0
05032	2664	0	2664	0.0	1.0
05033	2744	0	2744	0.0	1.0
05034	310	0	310	0.0	1.0
05035	638	0	638	0.0	1.0
05036	1037	0	1037	0.0	1.0
05037	560	0	560	0.0	1.0
05038	1230	0	1230	0.0	1.0
05039	1110	0	1110	0.0	1.0
05040	471	0	471	0.0	1.0
05041	354	0	354	0.0	1.0
05042	605	0	605	0.0	1.0
05043	937	0	937	0.0	1.0
05045	1758	0	1758	0.0	1.0
05046	1139	0	1139	0.0	1.0
05048	2429	0	2429	0.0	1.0
05050	146	0	146	0.0	1.0
05051	1549	0	1549	0.0	1.0
05052	348	0	348	0.0	1.0
05053	332	0	332	0.0	1.0
05055	3363	853	2510	0.254	0.746
05056	567	0	567	0.0	1.0
05058	346	0	346	0.0	1.0
05059	874	0	874	0.0	1.0
05060	4415	0	4415	0.0	1.0
05061	1679	0	1679	0.0	1.0
05062	702	0	702	0.0	1.0
05065	1064	0	1064	0.0	1.0
05067	258	0	258	0.0	1.0
05068	3125	0	3125	0.0	1.0
05069	555	0	555	0.0	1.0
05070	484	0	484	0.0	1.0
05071	324	0	324	0.0	1.0
05072	526	0	526	0.0	1.0
05075	1113	0	1113	0.0	1.0
05076	412	0	412	0.0	1.0
05077	1215	0	1215	0.0	1.0
05079	730	0	730	0.0	1.0
05081	550	0	550	0.0	1.0
05083	151	0	151	0.0	1.0
05084	140	0	140	0.0	1.0
05086	793	0	793	0.0	1.0
05089	4979	2675	2304	0.537	0.463
05091	3288	0	3288	0.0	1.0
05101	4643	3514	1129	0.757	0.243
05141	112	0	112	0.0	1.0
05142	680	0	680	0.0	1.0
05143	4343	0	4343	0.0	1.0
05146	750	0	750	0.0	1.0
05148	1140	0	1140	0.0	1.0
05149	2092	0	2092	0.0	1.0
05150	831	558	273	0.671	0.329
05151	1553	0	1553	0.0	1.0
05152	448	0	448	0.0	1.0
05153	687	0	687	0.0	1.0
05154	661	373	288	0.564	0.436
05155	828	0	828	0.0	1.0
05156	9226	4314	4912	0.468	0.532
